state,q,repetition,seed,copies,method,pair_observables,rmse,mae,mean_bias,maximum_absolute_error,mean_exact_expectation,mean_estimate
null_q035,0.35,47,550048,256,local_pauli_shadow,100,0.1701982467228497,0.1339046549,-0.02352698749999994,0.50079187,0.7227848,0.6992578125
null_q035,0.35,47,550048,512,native_all_z,100,0.032453432257103426,0.02660569300000002,0.012683950000000053,0.07501062000000003,0.7227848,0.73546875
null_q035,0.35,47,550048,512,local_pauli_shadow,100,0.1311903184727041,0.10888077919999999,-0.0020816749999999474,0.28985437000000003,0.7227848,0.720703125
null_q035,0.35,47,550048,1024,native_all_z,100,0.01940721712145286,0.015822319000000015,0.004910512500000051,0.05168540500000007,0.7227848,0.7276953125
null_q035,0.35,47,550048,1024,local_pauli_shadow,100,0.10663022066373433,0.08667033327500001,0.03368980937500005,0.26348718250000003,0.7227848,0.756474609375
null_q035,0.35,47,550048,2048,native_all_z,100,0.01351563642639667,0.011121730950000002,-8.948749999994954e-05,0.03425209499999993,0.7227848,0.7226953125
null_q035,0.35,47,550048,2048,local_pauli_shadow,100,0.06435023671525325,0.050527363737500004,0.019319692187500053,0.20196374500000003,0.7227848,0.7421044921875
null_q035,0.35,47,550048,4096,native_all_z,100,0.01018126542813123,0.008005978200000007,0.0008382468750000505,0.027759623750000073,0.7227848,0.723623046875
null_q035,0.35,47,550048,4096,local_pauli_shadow,100,0.042056103586409814,0.03262241296875001,0.010376821093750052,0.10368735812500007,0.7227848,0.73316162109375
null_q035,0.35,48,550049,64,native_all_z,100,0.06901012880560649,0.05405629599999999,-0.0059097999999999495,0.19035728000000007,0.7227848,0.716875
null_q035,0.35,48,550049,64,local_pauli_shadow,100,0.35824307912403053,0.2866770304,-0.019659799999999922,1.2528572800000002,0.7227848,0.703125
null_q035,0.35,48,550049,128,native_all_z,100,0.05346763229063356,0.0417910824,0.0031527000000000503,0.14348228000000007,0.7227848,0.7259375
null_q035,0.35,48,550049,128,local_pauli_shadow,100,0.2545912349445261,0.2067705814,-0.04567542499999996,0.67657312,0.7227848,0.677109375
null_q035,0.35,48,550049,256,native_all_z,100,0.03700411944488612,0.029145355599999992,-0.00544104999999995,0.09870521999999993,0.7227848,0.71734375
null_q035,0.35,48,550049,256,local_pauli_shadow,100,0.1698858717077185,0.133547539,-0.021066049999999947,0.57110437,0.7227848,0.70171875
null_q035,0.35,48,550049,512,native_all_z,100,0.03021161025454701,0.023302229399999996,2.7700000000050462e-05,0.08672937000000003,0.7227848,0.7228125
null_q035,0.35,48,550049,512,local_pauli_shadow,100,0.1215280005344415,0.09607093630000002,0.009519887500000051,0.34258874500000003,0.7227848,0.7323046875
null_q035,0.35,48,550049,1024,native_all_z,100,0.019600958314044233,0.015405400399999998,-0.0024332374999999494,0.05768959499999993,0.7227848,0.7203515625
null_q035,0.35,48,550049,1024,local_pauli_shadow,100,0.09276576488618912,0.07362367222499999,-0.02449378437499995,0.23711999500000003,0.7227848,0.698291015625
null_q035,0.35,48,550049,2048,native_all_z,100,0.01432876158389546,0.011815994849999996,-0.0037027687499999497,0.04401771999999993,0.7227848,0.71908203125
null_q035,0.35,48,550049,2048,local_pauli_shadow,100,0.07886554558087042,0.06446178864999999,-0.03134925312499995,0.21991125499999997,0.7227848,0.691435546875
null_q035,0.35,48,550049,4096,native_all_z,100,0.010906338593515237,0.008617625699999996,-0.0007437843749999495,0.028993286249999972,0.7227848,0.722041015625
null_q035,0.35,48,550049,4096,local_pauli_shadow,100,0.053318501552923454,0.04228439693124998,-0.021879038281249947,0.13421789562499997,0.7227848,0.70090576171875
null_q035,0.35,49,550050,64,native_all_z,100,0.09062323558429371,0.07407686399999999,-0.02278479999999995,0.22967687999999997,0.7227848,0.7
null_q035,0.35,49,550050,64,local_pauli_shadow,100,0.3492039377770766,0.27618198679999995,-0.0998160499999999,0.9971427199999999,0.7227848,0.62296875
null_q035,0.35,49,550050,128,native_all_z,100,0.0693237999554727,0.0540625,-0.00872229999999995,0.16901771999999993,0.7227848,0.7140625
null_q035,0.35,49,550050,128,local_pauli_shadow,100,0.23012910908801038,0.18600623079999995,-0.03372229999999994,0.58905188,0.7227848,0.6890625
null_q035,0.35,49,550050,256,native_all_z,100,0.043866855579029126,0.0357241044,-0.00794104999999995,0.11433021999999993,0.7227848,0.71484375
null_q035,0.35,49,550050,256,local_pauli_shadow,100,0.18024099633923507,0.14989150139999996,-0.042159799999999956,0.48358312999999997,0.7227848,0.680625
