regime,stream,alarm,alarm_time,delay,max_e_value
null,463,False,,,2.9935628325408317
null,464,False,,,1.0
null,465,False,,,1.0865473216801496
null,466,False,,,2.040265638289631
null,467,False,,,1.1841829663047012
null,468,False,,,1.5237008916908337
null,469,False,,,4.640089224892943
null,470,False,,,1.0
null,471,False,,,1.0
null,472,False,,,2.8301799845248823
null,473,False,,,1.0521129176270003
null,474,False,,,1.0544014392149679
null,475,False,,,1.0
null,476,False,,,1.423680416918668
null,477,False,,,1.1971314108427682
null,478,False,,,2.4943310556901257
null,479,False,,,1.4794134795674552
null,480,False,,,1.6938424124724805
null,481,False,,,1.219846436789763
null,482,False,,,1.9690038313593903
null,483,False,,,1.1851083270041112
null,484,False,,,1.724205364915629
null,485,False,,,1.0
null,486,False,,,1.9858000550008446
null,487,False,,,11.205497574895377
null,488,False,,,1.3330629630929554
null,489,False,,,2.0457746674290935
null,490,False,,,1.202943156141874
null,491,False,,,1.0210067672194165
null,492,False,,,5.90052837079126
null,493,False,,,1.6152464984567692
null,494,False,,,1.664305276636347
null,495,False,,,1.0
null,496,False,,,1.9422089423849445
null,497,False,,,2.843099423975097
null,498,False,,,1.1175968950962658
null,499,False,,,1.0813892594008
change,0,True,79.0,29.0,2.0392388980012436e+16
change,1,True,86.0,36.0,7931450256930068.0
change,2,True,89.0,39.0,9255070329896692.0
change,3,True,86.0,36.0,3.84534509705201e+16
change,4,True,79.0,29.0,3954924267834723.5
change,5,True,86.0,36.0,2929718867116744.0
change,6,True,86.0,36.0,7.746717337187651e+16
change,7,True,79.0,29.0,1319542611138382.8
change,8,True,84.0,34.0,2608599808756811.0
change,9,True,84.0,34.0,6854833054734793.0
change,10,True,80.0,30.0,5.859498781084939e+16
change,11,True,85.0,35.0,4059198252613643.0
change,12,True,72.0,22.0,6.638580044537996e+17
change,13,True,69.0,19.0,3.950116832489978e+17
change,14,True,82.0,32.0,57263172205556.45
change,15,True,81.0,31.0,4.733712038924331e+18
change,16,True,73.0,23.0,2.3892187432292604e+16
change,17,True,78.0,28.0,2.7863339698311916e+18
change,18,True,76.0,26.0,1451146575094021.2
change,19,True,84.0,34.0,3.686319056999719e+16
change,20,True,72.0,22.0,2.0700974856519908e+18
change,21,True,85.0,35.0,1.3701049551516744e+17
change,22,True,81.0,31.0,9845296626111114.0
change,23,True,76.0,26.0,3.570612251475187e+17
change,24,True,81.0,31.0,6597892255220632.0
